acc	feature	start..end	content_fraction	content_count	 length
P49918	prediction-low_complexity-pfilt	155..220	0.209	66	
P49918	prediction-disorder-dis465	1..11,124..138,141..149,159..165,183..236,249..260,280..311,313..316	0.456	144	
P49918	prediction-disorder-disHL	1..11,13..24,34..38,54..62,81..83,267..269,284..316	0.241	76	
P49918	homology-domain-pfam	32..82	0.161	51	
P49918	prediction-lip-anchor	22..33,96..112,125..129,167..182,195..197,215..282,291..316	0.465	147	
P49918	prediction-disorder-mobidb_lite	124..153,181..260,278..316	0.472	149	
P49918	prediction-proline_rich-mobidb_lite_sub	137..153,181..217	0.171	54	
P49918	prediction-polar-mobidb_lite_sub	223..237	0.047	15	
P49918	prediction-disorder-th_50	1..11,57..57,59..59,120..166,169..264,267..271,273..316	0.649	205	
P49918	prediction-low_complexity-merge	101..125,137..220,251..263,291..307	0.44	139	
P49918	homology-domain-merge	32..82	0.161	51	
P49918	curated-disorder-disprot	1..316	1	316	
P49918	curated-disorder-merge	1..316	1	316	
P49918	curated-disorder-priority	1..316	1	316	
P49918	curated-lip-disprot	1..316	1	316	
P49918	curated-lip-elm	28..38,270..282,306..313	0.101	32	
P49918	curated-lip-merge	1..316	1	316	
P49918	curated-lip-priority	1..316	1	316	
P46527	prediction-disorder-glo	1..2,6..11,25..33,85..102,107..142,155..163,170..188,190..191,197..198	0.52	103	
P46527	prediction-disorder-iupl	1..37,40..64,66..67,71..77,81..198	0.955	189	
P46527	prediction-disorder-iups	1..34,87..91,95..198	0.722	143	
P46527	prediction-disorder-espX	1..25,80..85,88..198	0.717	142	
P46527	prediction-disorder-espD	1..198	1	198	
P46527	prediction-disorder-espN	1..38,50..72,81..198	0.904	179	
P46527	prediction-disorder-jronn	1..198	1	198	
P46527	prediction-disorder-vsl	1..198	1	198	
P46527	prediction-low_complexity-pfilt	38..58	0.106	21	
P46527	prediction-disorder-dis465	1..25,50..55,95..114,127..147,152..198	0.601	119	
P46527	prediction-disorder-disHL	1..14,21..36,57..67,70..76,87..92,122..130,134..142,150..198	0.611	121	
P46527	homology-domain-pfam	31..79	0.247	49	
P46527	prediction-lip-anchor	1..8,27..37,59..67,76..76,80..90,98..105,109..134,140..157,174..198	0.591	117	
P46527	prediction-disorder-mobidb_lite	1..34,85..198	0.747	148	
P46527	prediction-polyampholyte-mobidb_lite_sub	158..172	0.076	15	
P46527	prediction-disorder-th_50	1..37,50..67,70..76,81..198	0.909	180	
P46527	prediction-low_complexity-merge	38..58	0.106	21	
P46527	homology-domain-merge	31..79	0.247	49	
P46527	curated-binding_mode_disorder_to_disorder-fuzdb	105..198	0.475	94	
P46527	curated-binding_mode_disorder_to_disorder-merge	105..198	0.475	94	
P46527	curated-binding_mode_disorder_to_disorder-priority	105..198	0.475	94	
P46527	curated-disorder-disprot	1..198	1	198	
P46527	curated-disorder-ideal	1..198	1	198	
P46527	curated-disorder-merge	1..198	1	198	
P46527	curated-disorder-priority	1..198	1	198	
P46527	curated-lip-dibs	23..106,181..190	0.475	94	
P46527	curated-lip-disprot	1..198	1	198	
P46527	curated-lip-elm	27..37,152..160,183..190,196..198	0.157	31	
P46527	curated-lip-ideal	1..198	1	198	
P46527	curated-lip-merge	1..198	1	198	
P46527	curated-lip-priority	1..198	1	198	
P46527	derived-binding_mode_disorder_to_disorder-mobi	1..24,97..180,191..198	0.586	116	
P46527	derived-binding_mode_disorder_to_disorder-priority	1..24,97..104	0.162	32	
P46527	derived-binding_mode_disorder_to_order-mobi	25..53,80..96,181..190	0.283	56	
P46527	derived-binding_mode_disorder_to_order-priority	25..53,80..96	0.232	46	
P46527	derived-lip-merge	25..95,181..190	0.409	81	
P46527	derived-lip-th_90	25..95,181..190	0.409	81	
P46527	derived-missing_residues-th_90	1..24,97..180,191..198	0.586	116	
P46527	derived-missing_residues_context_dependent-th_90	25..53,80..96,181..190	0.283	56	
P46527	derived-observed-th_90	54..79	0.131	26	
P11938	homology-domain-pfam	362..411,127..207,448..579,742..823	0.417	345	
P11938	homology-domain-gene3d	115..219,778..827	0.187	155	
P11938	prediction-low_complexity-seg	60..84,108..119,225..242,270..285,310..325,612..630	0.128	106	
P11938	prediction-disorder-iupl	1..135,137..138,140..140,143..152,154..179,186..187,214..215,217..362,374..376,382..383,385..395,477..477,481..514,523..523,525..525,527..528,563..615,619..619,781..792,794..794,798..803,805..809	0.553	457	
P11938	prediction-disorder-vsl	1..130,134..143,160..170,215..367,379..382,397..401,447..447,479..521,530..537,564..683,726..733,780..780,789..827	0.644	533	
P11938	prediction-disorder-dis465	1..9,30..79,99..122,164..165,221..241,255..268,286..295,309..312,359..359,567..571,596..629,793..798,824..827	0.222	184	
P11938	prediction-disorder-disHL	1..8,13..20,34..43,46..128,157..169,177..185,226..264,291..299,308..318,354..354,357..370,373..404,423..453,472..484,495..507,534..541,564..590,592..592,678..678,792..802,807..827	0.439	363	
P11938	prediction-disorder-jronn	1..131,162..176,219..372,378..380,438..448,484..508,561..634,657..689,727..740,778..825	0.614	508	
P11938	prediction-disorder-glo	1..5,8..8,75..81,101..109,118..130,161..163,179..185,225..243,253..259,292..297,308..339,356..360,395..399,475..482,495..508,572..595,654..660,680..696,772..793,824..824	0.256	212	
P11938	prediction-disorder-espX	1..116,213..361,560..632,790..793,823..827	0.42	347	
P11938	prediction-disorder-iups	1..14,29..29,36..87,89..95,97..129,132..133,219..273,277..277,279..283,287..361,480..516,569..611,613..613,784..811,821..827	0.437	361	
P11938	prediction-disorder-espD	1..79	0.096	79	
P11938	prediction-disorder-espN	1..11,29..86,92..128,135..141,155..187,216..368,378..381,396..402,476..478,493..508,514..520,530..543,560..641,650..696,777..783,827..827	0.589	487	
P11938	prediction-low_complexity-pfilt	612..630	0.023	19	
P11938	prediction-lip-anchor	1..44,53..64,78..103,124..138,144..156,172..179,188..218,245..252,263..307,322..329,339..358,369..375,409..418,459..467,522..530,544..563,596..598,618..632,756..759,761..771,822..827	0.392	324	
P11938	prediction-disorder-mobidb_lite	29..128,221..268,308..339,567..613	0.274	227	
P11938	prediction-polar-mobidb_lite_sub	31..60,78..109,226..262,308..339,594..613	0.183	151	
P11938	prediction-polyampholyte-mobidb_lite_sub	61..77	0.021	17	
P11938	prediction-disorder-th_50	1..129,161..169,219..362,481..482,484..484,493..508,564..629,789..802,807..809,823..827	0.47	389	
P11938	homology-domain-merge	115..219,362..411,448..579,742..826	0.45	372	
P11938	prediction-low_complexity-merge	60..84,108..119,225..242,270..285,310..325,612..630	0.128	106	
P11938	curated-disorder-disprot	1..123,210..359,481..511,594..674	0.466	385	
P11938	curated-disorder-ideal	353..359,480..512,565..571,579..586,595..602,627..676,824..827	0.141	117	
P11938	curated-disorder-merge	1..123,210..359,480..512,565..571,579..586,594..676,824..827	0.493	408	
P11938	curated-disorder-priority	1..123,210..359,480..512,565..571,579..586,594..676,824..827	0.493	408	
P11938	derived-binding_mode_disorder_to_disorder-mobi	353..357,484..498,602..602,627..673	0.082	68	
P11938	derived-binding_mode_disorder_to_disorder-priority	353..357,484..498,602..602,627..673	0.082	68	
P11938	derived-binding_mode_disorder_to_order-mobi	358..360,480..483,499..512,565..570,575..601,674..676,824..827	0.074	61	
P11938	derived-binding_mode_disorder_to_order-priority	358..360,480..483,499..512,565..570,575..601,674..676,824..827	0.074	61	
P11938	derived-missing_residues-th_90	353..357,484..498,602..602,627..673	0.082	68	
P11938	derived-missing_residues_context_dependent-th_90	358..360,480..483,499..512,565..571,575..601,674..675,825..827	0.073	60	
P11938	derived-mobile_context_dependent-th_90	116..212	0.117	97	
P11938	derived-observed-priority	124..209,361..479,513..564,572..574,677..823	0.492	407	
P11938	derived-observed-th_90	116..212,361..479,513..564,572..574,676..824	0.508	420	
P11938	prediction-disorder-priority	575..578,587..593	0.013	11	
P11938	prediction-lip-priority	1..44,53..64,78..103,124..138,144..156,172..179,188..218,245..252,263..307,322..329,339..358,369..375,409..418,459..467,522..530,544..563,596..598,618..632,756..759,761..771,822..827	0.392	324	
P13551	prediction-lip-anchor	68..75,456..463,670..673	0.029	20	
P13551	prediction-disorder-iupl	53..53,120..120,291..302,353..357,415..415,424..426,434..447,449..449,495..495,509..511	0.061	42	
P13551	prediction-disorder-jronn	56..57,124..127,196..197,266..266,288..298,416..437,504..507,690..691	0.069	48	
P13551	prediction-disorder-vsl	1..5,24..25,55..59,112..119,233..241,288..303,344..351,361..371,406..448,546..548,575..576,578..578,661..663,682..691	0.182	126	
P13551	prediction-low_complexity-seg	233..241	0.013	9	
P13551	prediction-disorder-glo	7..7,193..194,281..308,338..341,440..444,689..689	0.059	41	
P13551	prediction-disorder-espX	1..3,686..691	0.013	9	
P13551	prediction-disorder-iups	1..4,288..288,291..291,295..302,413..413,424..430,435..447,449..449,451..451,684..691	0.065	45	
P13551	prediction-disorder-dis465	1..4,112..121,236..239,420..421,439..443,683..684,687..691	0.046	32	
P13551	prediction-disorder-disHL	1..2,10..29,40..45,71..73,79..88,108..142,157..174,191..198,232..238,285..286,332..348,363..378,383..393,400..408,413..419,432..453,472..494,498..509,514..521,531..533,594..603,609..616,634..640,684..686,689..691	0.391	270	
P13551	prediction-disorder-espN	189..193,283..295,441..448,501..506,519..519,664..664,688..691	0.055	38	
P13551	homology-domain-pfam	600..686,10..282,323..389,479..597,404..478	0.899	621	
P13551	homology-domain-gene3d	484..687	0.295	204	
P13551	prediction-disorder-th_50	1..2,288..288,291..298,435..437,439..447,688..691	0.039	27	
P13551	prediction-low_complexity-merge	233..241	0.013	9	
P13551	homology-domain-merge	10..282,323..389,404..687	0.903	624	
P13551	curated-disorder-disprot	46..67	0.032	22	
P13551	curated-disorder-merge	46..67	0.032	22	
P13551	curated-disorder-priority	46..67	0.032	22	
P13551	derived-missing_residues-priority	690..691	0.003	2	
P13551	derived-missing_residues-th_90	690..691	0.003	2	
P13551	derived-missing_residues_context_dependent-th_90	1..5,40..67,400..408,417..424,445..447,471..475,689..689	0.085	59	
P13551	derived-observed-priority	6..39,68..399,409..416,425..444,448..470,476..688	0.912	630	
P13551	derived-observed-th_90	6..39,68..399,409..416,425..444,448..470,476..688	0.912	630	
P13551	prediction-lip-priority	68..75,456..463,670..673	0.029	20	
P14061	curated-disorder-disprot	289..328	0.122	40	
P14061	curated-disorder-merge	289..328	0.122	40	
P14061	curated-disorder-priority	289..328	0.122	40	
P14061	derived-binding_mode_disorder_to_disorder-mobi	1..1,289..328	0.125	41	
P14061	derived-binding_mode_disorder_to_disorder-priority	1..1,289..328	0.125	41	
P14061	derived-missing_residues-priority	1..1,287..288	0.009	3	
P14061	derived-missing_residues-th_90	1..1,287..328	0.131	43	
P14061	derived-missing_residues_context_dependent-th_90	192..202,286..286	0.037	12	
P14061	derived-observed-priority	2..191,203..285	0.832	273	
P14061	derived-observed-th_90	2..191,203..285	0.832	273	
P14061	homology-domain-merge	5..196	0.585	192	
P14061	homology-domain-pfam	5..196	0.585	192	
P03129	prediction-disorder-iups	1..14,22..46,97..98	0.418	41	
P03129	prediction-disorder-jronn	25..48	0.245	24	
P03129	prediction-disorder-vsl	1..47,95..98	0.52	51	
P03129	prediction-disorder-glo	2..6,34..46,91..91,94..94,97..98	0.224	22	
P03129	prediction-disorder-espD	1..75,78..78,92..98	0.847	83	
P03129	prediction-disorder-dis465	1..5,30..43,95..98	0.235	23	
P03129	prediction-disorder-disHL	1..7,44..49,82..90,92..98	0.296	29	
P03129	prediction-disorder-espN	1..8,28..48,95..98	0.337	33	
P03129	prediction-disorder-espX	1..8,28..44,95..98	0.296	29	
P03129	prediction-disorder-iupl	1..1,7..11,26..27,33..45	0.214	21	
P03129	curated-disorder-uniprot	1..40	0.408	40	
P03129	homology-domain-pfam	3..94	0.939	92	
P03129	prediction-lip-anchor	10..16,20..26	0.143	14	
P03129	prediction-disorder-th_50	1..8,26..47,95..98	0.347	34	
P03129	homology-domain-merge	3..94	0.939	92	
P03129	curated-disorder-disprot	1..40	0.408	40	
P03129	curated-disorder-merge	1..40	0.408	40	
P03129	curated-disorder-priority	1..40	0.408	40	
P03129	curated-lip-dibs	21..29	0.092	9	
P03129	curated-lip-disprot	21..37	0.173	17	
P03129	curated-lip-elm	21..37	0.173	17	
P03129	curated-lip-merge	21..37	0.173	17	
P03129	curated-lip-priority	21..37	0.173	17	
P03129	derived-lip-merge	21..29	0.092	9	
P03129	derived-lip-th_90	21..29	0.092	9	
P03129	derived-observed-priority	82..90	0.092	9	
P03129	derived-observed-th_90	21..29,82..90	0.184	18	
P03129	prediction-lip-priority	10..16,20..20	0.082	8	
P14738	prediction-disorder-espX	1..6,30..58,78..175,592..625,713..714,716..718,724..958,962..1001,1003..1018	0.455	463	
P14738	prediction-low_complexity-seg	111..128,560..571,869..951	0.111	113	
P14738	prediction-disorder-jronn	31..223,313..336,374..393,415..433,508..521,588..768,778..804,825..958,966..999,1014..1017	0.639	650	
P14738	prediction-disorder-vsl	1..6,31..219,255..255,261..263,314..335,371..379,381..394,417..440,504..513,521..532,543..550,574..1018	0.73	743	
P14738	prediction-disorder-iups	1..6,37..183,185..193,195..195,210..217,219..219,318..319,321..325,379..382,384..387,389..390,392..392,571..571,582..582,584..587,593..653,655..664,666..677,679..730,733..809,824..956,967..991,993..993,1013..1018	0.563	573	
P14738	prediction-disorder-espD	849..1017	0.166	169	
P14738	prediction-disorder-dis465	1..4,32..61,79..107,116..142,146..146,148..197,388..390,547..547,598..622,631..636,671..675,689..694,745..763,783..799,857..870,880..951,969..989,1012..1018	0.331	337	
P14738	prediction-disorder-disHL	1..17,38..62,66..67,73..83,96..109,117..147,149..199,206..221,256..292,305..316,321..331,365..375,384..395,428..442,464..472,504..522,529..539,547..554,599..608,615..620,631..641,646..676,709..717,741..750,752..753,755..759,761..762,764..765,784..795,800..802,807..817,827..834,866..879,882..890,895..905,909..909,911..914,922..932,940..997,1006..1010,1012..1018	0.544	554	
P14738	prediction-disorder-glo	2..3,7..7,47..58,130..141,210..217,241..250,313..316,342..346,371..379,383..394,430..441,502..514,555..568,595..607,610..612,630..642,707..720,740..755,760..769,779..793,796..809,812..813,818..818,835..852,855..859,868..950,976..995,1011..1011,1014..1014	0.337	343	
P14738	prediction-disorder-espN	1..4,41..62,73..156,162..199,209..216,388..393,503..514,561..566,591..644,653..653,685..1000,1009..1018	0.551	561	
P14738	prediction-disorder-iupl	1..8,28..225,228..229,244..244,253..260,262..265,316..329,331..332,366..366,378..388,390..390,395..398,414..414,426..430,434..434,437..437,468..469,510..519,526..527,531..531,533..535,537..544,546..548,550..555,558..558,567..572,574..574,577..578,581..1018	0.732	745	
P14738	homology-domain-pfam	219..317,3..27,343..496,769..806,807..845,846..876,975..1015	0.419	427	
P14738	homology-domain-gene3d	186..337	0.149	152	
P14738	prediction-lip-anchor	1..31,64..83,92..122,141..149,154..163,175..186,199..208,224..247,301..307,338..349,361..368,398..404,449..458,481..492,496..501,551..615,622..633,640..670,672..691,694..748,764..783,802..832,835..878,951..971,992..1012	0.52	529	
P14738	prediction-disorder-mobidb_lite	38..61,78..195,595..622,740..813,827..997	0.408	415	
P14738	prediction-polar-mobidb_lite_sub	38..61,78..110,128..173,858..873	0.117	119	
P14738	prediction-polyampholyte-mobidb_lite_sub	113..127,789..808	0.034	35	
P14738	prediction-proline_rich-mobidb_lite_sub	874..936	0.062	63	
P14738	prediction-disorder-th_50	1..6,32..62,66..67,73..199,209..217,219..219,316..316,321..325,379..379,384..393,430..430,508..514,592..644,646..653,655..664,666..676,685..818,824..1000,1006..1018	0.596	607	
P14738	prediction-low_complexity-merge	111..128,560..571,869..951	0.111	113	
P14738	homology-domain-merge	3..27,186..337,343..496,769..876,975..1015	0.472	480	
P14738	prediction-signal_peptide-uniprot	1..36	0.03536345776031434	36	
P14738	curated-disorder-disprot	745..874	0.128	130	
P14738	curated-disorder-merge	745..874	0.128	130	
P14738	curated-disorder-priority	745..874	0.128	130	
P14738	curated-lip-dibs	508..547,639..672	0.073	74	
P14738	curated-lip-disprot	746..858	0.111	113	
P14738	curated-lip-merge	508..547,639..672,746..858	0.184	187	
P14738	curated-lip-priority	508..547,639..672,746..858	0.184	187	
P14738	derived-binding_mode_disorder_to_disorder-mobi	189..193,504..505	0.007	7	
P14738	derived-binding_mode_disorder_to_disorder-priority	189..193,504..505	0.007	7	
P14738	derived-binding_mode_disorder_to_order-mobi	508..509,529..530,547..549,638..639,653..655	0.012	12	
P14738	derived-binding_mode_disorder_to_order-priority	508..509,529..530,547..549,638..639,653..655	0.012	12	
P14738	derived-lip-merge	508..549,638..672	0.076	77	
P14738	derived-lip-priority	548..549,638..638	0.003	3	
P14738	derived-lip-th_90	508..549,638..672	0.076	77	
P14738	derived-missing_residues-priority	189..193,504..505	0.007	7	
P14738	derived-missing_residues-th_90	189..193,504..505	0.007	7	
P14738	derived-missing_residues_context_dependent-th_90	194..194,431..432,467..467,479..489,502..503,508..509,529..530,547..549,638..639,653..655	0.028	29	
P14738	derived-observed-priority	195..430,433..466,468..478,490..501,510..528,531..546,640..652,656..672	0.352	358	
P14738	derived-observed-th_90	195..430,433..466,468..478,490..501,510..528,531..546,640..652,656..672	0.352	358	
P14738	prediction-disorder-priority	38..61,78..188,194..194,595..622,740..744,875..997	0.287	292	
P14738	prediction-lip-priority	1..31,64..83,92..122,141..149,154..163,175..186,199..208,224..247,301..307,338..349,361..368,398..404,449..458,481..492,496..501,551..615,622..633,673..691,694..745,859..878,951..971,992..1012	0.412	419	
P06179	prediction-disorder-espX	1..8,63..79,483..489,493..495	0.071	35	
P06179	prediction-low_complexity-seg	6..23,233..242,287..305	0.095	47	
P06179	prediction-disorder-jronn	2..46,63..81,83..117,170..185,201..219,258..281,344..365,383..405,430..470	0.493	244	
P06179	prediction-disorder-vsl	1..54,56..125,201..293,314..318,330..330,332..410,443..495	0.717	355	
P06179	prediction-disorder-iups	1..6,99..99,102..102,106..106,108..110,257..257,261..261,387..387,397..399,402..402,404..404,491..495	0.051	25	
P06179	prediction-disorder-dis465	1..5,96..110,401..406,458..462,491..495	0.073	36	
P06179	prediction-disorder-disHL	1..2,4..6,8..8,10..10,64..68,100..109,132..132,134..142,150..155,170..179,184..186,193..202,206..229,234..244,263..273,297..305,312..321,335..372,386..390,435..452,479..487,489..495	0.41	203	
